RowID,Title,Abstract
188,Collaborative Research:  LoVoCCS: The Local Volume Complete Cluster Survey,"The primary goal of this project is to map the dark matter structures in a large sample of nearby galaxy clusters using data from the Dark Energy Camera at the Cerro Tololo Inter-American Observatory. The investigators will study how dark matter forms structures of various sizes in the clusters. The images will provide the nearby comparison sample to the more distant clusters that will be observed with the Vera C. Rubin Observatory and the Nancy Grace Roman Space Telescope. The project includes programs for student research at the high school, undergraduate, and graduate levels. The outreach programs will take place in both the Providence Public School system and the south-east Ohio Appalachian region. <br/><br/>The distribution of mass in a complete sample of clusters will be measured via weak lensing, measuring the distortion of the observed shape of background galaxies due to the curvature of space-time around the matter in the cluster. This distribution of mass will be mapped and compared to the distribution of cluster galaxies and X-ray emitting gas. Two-dimensional maps of the mass will be reconstructed with high enough resolution to identify individual concentrations within the cluster (“substructures”). In addition, the effect of these substructures on the estimates of the total mass of the clusters will be measured. This will determine the mass calibration biases in upcoming cluster surveys. These observations are similar in depth to the upcoming observations from the Vera Rubin Observatory, enabling a transient survey in and behind nearby clusters with the first-year of data from the Legacy Survey of Space and Time (LSST). The project will make public releases of deep optical images, catalogs, and maps of the dark matter yearly. These releases are designed to help other researchers become familiar with the data format and quality of the future LSST datasets. The investigators will recruit students into science using proven outreach programs, while partnering with the staff at Ladd Observatory, the Brown Science Prep program, and the Providence Children’s Museum. Through these programs, the investigators will introduce fundamental aspects of astronomy to the large percentage of underprivileged and minority students in the Providence public school system. A similar outreach program will be implemented in the historically under-served and poverty-stricken south-east Ohio Appalachian region.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
189,Geometric optimization and polygonal geometry,"This project involves the use of computer experimentation and graphical user interfaces to study simple but unsolved geometric problems. The PI is currently studying the paths taken by a superball as it bounces around the inside of a tetrahedral shaped room. The project will use computer experimentation to figure out how the patterns change as the room gradually changes shape. As another example, the PI is studying how bugs will crawl around the surface of a dodecahedron in order to move as far away from each other as possible. These simply defined problems exhibit a fascinating and sometimes unexpected complexity. These types of problems fall under the general rubric of geometric optimization and polygonal geometry. The project also involves training and mentoring of students, as well as dissemination via outreach and the creation of applets and computer programs to aid geometric visualization.<br/><br/>In this project the PI will work on questions in geometry and dynamics which fall into two categories: geometric optimization and polygon geometry. The three main optimization topics that will be studied in this project are point configurations, paper Moebius bands, and the Lie group Sol. The three main polygon problems that will be investigated are polygonal outer billiards, symplectic polygonal billiards, and inscribed triangles and rectangles. Additionally, the PI plans to continue writing graphical user interfaces which help with research for the project, and the PI also plans to continue to write and illustrate children's math books.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
190,"FRG: Collaborative Research: Matroids, Graphs, and Algebraic Geometry","Recent advances in matroid and graph theory fuse the methods of combinatorics with concepts from algebraic geometry to resolve longstanding conjectures and provide deep insights into widespread phenomena such as unimodality and log concavity of integer sequences. The influences between combinatorics and algebraic geometry flow fruitfully in both directions; combinatorial constructions such as graph complexes have recently led to resolutions of long-standing conjectures in the geometry of moduli spaces of curves. The PIs will join forces and forge timely new collaborations to address the most pressing open problems at the interface between matroids, graphs, and algebraic geometry. The project includes the participation of graduate students and postdocs.<br/><br/>This focused research group will build on recent breakthroughs to accomplish the following goals: 1. Study matroidal generalizations of Kontsevich’s graph complex and pursue applications to the top weight cohomology of moduli spaces of abelian varieties; 2. Investigate K-theoretic analogs of the Chow ring of a matroid, with a view toward a matroidal analog of the Hecke algebra and applications to matroidal Kazhdan-Lusztig theory; 3. Prove a categorification of the Hodge-Riemann bilinear relations in the presence of a finite group action, and pursue equivariant log concavity for the characteristic polynomial of a matroid with automorphisms; 4. Use methods inspired by the hard Lefschetz theorem to attack both the Welsh conjecture on the number of isomorphism classes of matroids of given size and rank and the Harary edge reconstruction conjecture for graphs.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
191,Studies in Moduli Theory and Birational Geometry,"The area of study of this project lies within algebraic geometry, the branch of mathematics devoted to geometric shapes called algebraic varieties, defined by polynomial equations. Algebraic geometry has significant applications in coding, industrial control, computation, and theoretical physics, where physicists consider algebraic varieties as a piece of the fine structure of our universe. One focus in this project is Moduli theory, which studies a remarkable phenomenon in which the collection of all algebraic varieties of the same type is often manifested as an algebraic variety in its own right, called a moduli space. Thus in algebraic geometry, the metaphor of thinking about a community of ""organisms"" as itself being an ""organism"" is not just a metaphor but a rigorous and quite useful fact. The other focus in this project is birational geometry, focusing here on resolution of singularities. Resolution of singularities is a fundamental procedure where ""bad"" points of an algebraic variety are removed and replaced by ""good"" points. This project includes research opportunities for undergraduate and graduate students.<br/><br/>In more detail, the PI will continue studying problems in birational geometry, focusing on resolution of singularities, semistable reduction, and the geometry of stack theoretic birational modifications. The PI and collaborators will build on recently completed work to functorially resolve singularities of proper families of varieties; to study the geometry of weighted blowings up and more general stack-theoretic procedures; and to study subtle phenomena in positive characteristics. In addition, the PI will continue to study moduli spaces. The main foci are Moduli and arithmetic of subvarieties of families of abelian varieties, aiming to extend recent non-degeneracy and uniformity results of rational points on curves to symmetric squares of curves and related constructions.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
192,A one-million record of orbital-scale changes in temperature and precipitation from the Indo-Pacific Warm Pool,"Tropical climate is changing rapidly – rainfall events are becoming more intense, and droughts more severe. These changes affect the affect the lives of billions of people who rely on rainfall for their livelihoods, and have important implications for the world due to connections between tropical and global climates. Predicting how rainfall and temperature will change in the future requires long records to test climate models and theory. Such records are generally scarce in the tropics, and particularly in the tropical western Pacific, where existing records disagree substantially on the pattern and magnitude of past changes in climate. The goal of this project is to develop new records of temperature, rainfall, and vegetation from the tropical western Pacific, a region that is especially important to global climate processes, and to investigate their causes. This research will enable us to test theories of tropical and global climate change, and thereby to improve the prediction of future climates in this region. The project will provide for many opportunities for US graduate and undergraduate students to conduct research and will develop new classroom modules on climate change to be used in the Providence Public School System.<br/><br/><br/>This research will investigate orbital-scale variations in rainfall, temperature, and vegetation during the past 1.1 million years in the Indo-Pacific Warm Pool (IPWP) through analysis of recently-recovered sediment drill cores from Lake Towuti, located on Sulawesi Island in central Indonesia. Through organic geochemical analyses of these sediments, the project will evaluate the impacts of changes in tropical seasonal insolation, high-latitude ice volume, temperature, and atmospheric greenhouse gas concentrations, and sea level on IPWP climate across critical transitions in global climate boundary conditions. The research will focus on global climate transitions during the Mid-Pleistocene, 800,000 years ago, when glacial-interglacial variability transitioned from predominantly 41-kyr to 100-kyr ice-age cycles, and 430,000, when the 100-kyr cycles intensified. The results are expected to contribute to understanding how tropical climates change in response to climate boundary conditions that differ from the present day.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
193,Collaborative Research: Are Amazonian and Andean ecosystems close to a tipping point?,"Amazonian rainforests are famous for the immense biological and cultural diversity they support. These forests are also a vital part of global recycling of freshwater, and their loss has implications for food security for millions of people as well as global climate dynamics. Climate change is threatening these systems and there are concerns that as temperatures rise and rainfall becomes less reliable, these forests might be replaced by low-diversity grasslands. However, it is unclear what level of climate change might trigger a forest-to-grassland transition. Paleoecology can provide information about biological diversity in the past, and how biodiversity patterns changed during past warming events. This research project will investigate two periods of climate warming, one that lasted from about 8000 to 5000 years ago, and another even warmer time that lasted from 128,000 to 120,000 years ago. Ancient lakes build up sediments through time, and by taking a drill-core down through the sediment the history of the region can be captured in the lake mud. The researchers will analyze the fossil and chemical content of lake sediment cores from seven locations in the Amazon and Andes to establish how much the climate changed in the past, and whether those changes were enough to induce a shift from forest to grassland. By looking at a range of locations that vary in moisture, from very wet to quite dry, and degree of warming, the researchers will estimate how close the modern rainforest is to a forest-to-grassland transition. Additionally, new interactions between the collaborating research groups will include a co-taught paleoecology/paleoclimatology course, a sponsored category in a local film festival, and training of at least 10 undergraduates, two doctoral students, and one postdoctoral researcher. <br/><br/>The research will address a number of hypotheses relating to climate-vegetation responses such as flickering, teleconnections, ecosystem buffering, and tipping points. By using organic geochemical data to estimate paleotemperature, leaf wax isotopes to estimate precipitation, sediment chemistry to characterize droughts, fossil pollen to reconstruct vegetation, and charcoal to reconstruct fire frequency, the researchers will investigate ecosystem change under conditions as much as 2 degrees C (4 degrees F) warmer than the present. The Last Interglacial will provide an index of scale of change in traits, fire prevalence and community composition in a climate 1-2 degrees C warmer than modern. In the directly-dated Holocene, the data will assess sub-decadal variance in ecosystem indicators, and allow rates of change to be investigated. Currently, no high-resolution records of Amazonian temperature exist, so the novel approach of separating climatic change from that of ecological proxies will be transformational for quantitative neotropical paleoecology.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
194,Probing the Structures and Chemical Bonding of Size-Selected Boron and Metal-Boride Nanoclusters,"In this project funded by the Chemical Structure, Dynamics and Mechanisms (CSDM-A) program of the Chemistry Division, Professor Lai-Sheng Wang of Brown University and his students are using advanced spectroscopic techniques to study tiny structures (nanoclusters) formed from boron atoms and metal borides, which combine boron with metallic elements. Boron is next to carbon on the periodic table, but having one-fewer electrons than carbon leads to boron being characterized as an electron-deficient element. The electron deficiency of boron results in distinctive chemical and physical properties for boron-containing molecules and materials, and boron and metal boride nanoclusters display a rich range of structural and chemical bonding characteristics. There are significant experimental challenges to study these clusters, which exist only briefly before reacting to form more stable species, and, thus, must be carefully prepared. Professor Wang and his students are overcoming these challenges by developing innovative experimental techniques to investigate the structures and bonding of boron and metal-boride nanoclusters. The research not only provides fundamental knowledge about the boron-boron and metal-boron chemical bonding, but also has the potential to discover new boron and metal-boride nanomaterials valuable for industrial applications. The students engaged in this research are gaining critical thinking skills and valuable experience in advanced physical chemistry techniques. <br/><br/>The project focuses on 1) structural evolution of large boron clusters to lay the foundation for new boron nanostructures and 2) metal-boride clusters to probe the nature of the metal-boron chemical bonds. These clusters are produced using a laser-vaporization cluster source and investigated using two different types of home-built photoelectron spectroscopic apparatuses. One apparatus involves a magnetic-bottle photoelectron analyzer and is aimed to provide spectra with a wide range of photon energies. Well-resolved photoelectron spectra provide electronic fingerprints, which are crucial to be used to compare with theoretical calculations to elucidate the structures and bonding of size-selected clusters. A cryogenically-cooled ion trap is being developed to create cold boron clusters, which are essential to obtain well-resolved photoelectron spectra for large clusters. The second apparatus involves high-resolution photoelectron imaging, which is aimed to obtain vibrational information. The broader impact of this work includes the discovery of novel boron-based nanomaterials, which have potential technological applications and societal benefits. This project is integrated with the teaching of physical chemistry by Professor Wang, as well as providing training opportunities for students and postdoctoral associates in the design and construction of advanced experimental instrumentation and computational chemistry.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
195,Tracking Urban Nitrous Acid (HONO) Emissions and Secondary Production in the Great Lakes Region during Michigan-Ontario Ozone Source Experiment (MOOSE),"This project contributes to the Michigan-Ontario Ozone Source Experiment (MOOSE) field campaign scheduled to take place in the summers of 2021 and 2022 over metropolitan Detroit. MOOSE is a collaborative effort sponsored by the Michigan Department of Environment, Great Lakes, and Energy (EGLE), and includes participation from the Canadian government, NOAA, NASA, USEPA and the USFS. The goal of the campaign is to improve the understanding of the sources and chemistry associated with the production of ozone air pollution in the region.<br/><br/>The research in this project supported by NSF includes the testing of hypotheses to better understand heterogeneous pathways to HONO formation and includes the measurement of stable isotopes that will serve as a unique tool to rigorously constrain sources, chemical processing pathways, and sinks of reactive nitrogen species based upon their respective isotopic signatures. This effort is expected to help to clarify the role of HONO in ozone production. The project includes improvements that will be made to the Community Multiscale Air Quality (CMAQ) chemical transport model that will benefit users of the model.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
196,Collaborative Research: CAS: Carbene-Containing Ligands on Cu and Cu3N Nanocubes: Access to Stable and Selective Electrolysis for CO2 Reduction,"With the support of the Chemical Catalysis program in the Division of Chemistry, Professors He and Ung at the University of Connecticut and Professor Sun at Brown University are designing new hybrid materials for selective electrochemical activation of carbon dioxide (CO2). The team will utilize synthetic polymers to coat and protect copper-based catalysts, allowing the resulting hybrid materials to be more robust and efficient for CO2 electroreduction to yield value-added hydrocarbon products. The use of renewable electricity to convert CO2 to useful chemical products is likely to be an important component of sustainability. This collaborative project will involve undergraduate, graduate, and postgraduate researchers from two universities, and will utilize each groups’ expertise in polymer, nanomaterial, organometallic, surface science, and electrochemistry. The results obtained from this project will be disseminated to science and engineering students through joint meetings, courses, undergraduate research activities, and outreach activities. The PIs are collaborating with local high schools and outreach programs in the southern New England region to attract students into studies and potential career paths in STEM (science, technology, engineering and mathematics) fields.<br/><br/>With the support of the Chemical Catalysis program in the Division of Chemistry, Professors He and Ung at the University of Connecticut and Professor Sun at Brown University are studying new Cu-based nanocubes functionalized with synthetic polymer ligands toward stable and selective electroreduction of CO2. The central hypothesis of this proposal is twofold: i) the incorporation of Cu-based nanocubes with rationally designed synthetic polymers to prevent interparticle coalescence and surface corrosion during electroreduction, and ii) hydrophobic polymer ligands to control the microenvironment of nanocubes and improve the selectivity of nanocubes. Polymer ligands terminated with N-heterocyclic carbenes (NHCs) will be anchored on Cu, copper nitride (Cu3N) and core-shell Cu/Cu3N nanocubes through stable NHC-Cu bonds. Those nanocubes have maximum (100) surface exposure to efficiently promote C-C coupling and form C2+ hydrocarbon products. Polymer NHC ligands will balance the localized proton concentration nearby the surface of nanocubes through control over polymer chain lengths and hydrophobicity to achieve maximum catalytic proton-assisted CO2 reduction to C-C coupling products and minimize proton reduction reaction. The Cu-NHC bond stability and the structural integrity of polymer-grafted Cu and Cu3N nanocubes will be probed using in situ spectroscopies and microscopies. The polymer chain length dependent diffusion properties will be quantitatively measured and correlated to the catalytic performance of Cu and Cu3N nanocubes. The successful demonstration of the active and efficient polymer NHC-Cu nanocubes for CO2 electroreduction also allows tackling more broadly the long-term stability issues of all other cathodic nanocatalysts to improve the sustainability of electroreduction.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
197,Measurement of In Situ Mechanical Forces During Neotissue Formation,"This grant will use tiny force sensors to measure the forces that exist during the earliest stages of tissue formation and for the maturation stages that follow. The push and pull of cells on each other are a critical part of biological development and tissue formation. This is particularly true for the growth of muscles, bones, and connective tissues in our bodies. Cells are stimulated by these local forces, responding in ways that help create the complex structures needed for more mature tissues to function properly. Direct measurement of cellular-scale forces is difficult, particularly in cell-dense, 3D samples. The information gained from this work will fill a knowledge gap in developmental biology and tissue regeneration. The research team will include a diverse group of undergraduate and graduate students, in addition to local public school teachers, who will be central to our outreach efforts in communicating the importance of interdisciplinary research to high school students.<br/><br/>To accomplish our goals, two objectives have been established. First, we will determine how the physical characteristics of our cellular-scale force probes influence measurements in a model system of tissue formation. This includes the size, stiffness, and chemical coating of the probes. Second, we will investigate how local mechanical forces change over time as cartilage-like and tendon/ligament-like neotissues form and mature. These studies will provide completely new insight on the relevance of forces in cell-dense biological structures, benefiting fields as diverse as developmental biology and tissue engineering.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
198,"Collaborative Research: Fire, ecosystem, and landscape dynamics in Afroalpine environments in a warmer world","Mountain regions are sensitive to climate change, where recent warming has contributed to changes in species, declines in water resources, and increasingly intense fires. The interactions between climate change, wildfire, and water cycles are well-studied in many mountain regions, such as the western United States, where forest fires are very frequent. Recent events suggest that wildfire may also be an emerging threat to tropical mountain environments, where natural fires are thought to be rare. The effects of wildfires on forest composition and water resources in tropical mountain regions are poorly known. The goal of this project is to investigate the causes of changes in fire, vegetation, and flooding in tropical mountains, specifically in the Rwenzori Mountains National Park, Uganda. This research will improve our ability to predict the responses of tropical mountain systems to future climate change and establish a basis for management strategies related to fire in these ecosystems. The project will provide opportunities for many graduate and undergraduate students to conduct research, will deliver a short course on climate and vegetation modeling, and will develop new classroom modules to be used in the Providence Public School System.<br/> <br/>This research will investigate the interactions between climate, fire regimes, vegetation composition, and flooding through analysis of lake sediment cores recovered from alpine environments in the Rwenzori Mountains, a site famous for its biodiversity. The project will test the hypothesis that changes in fire regimes in tropical mountain environments are influenced by temperature change. The role of changing fire regimes in influencing vegetation assemblages and catalyzing flood events will also be examined. The project will generate new paleoecological and paleoclimatological records based on several aspects of the sediment cores: fossil charcoal and pollen composition, organic geochemical data, and sediment composition. These analyses will focus on time intervals such as the mid-Holocene, when temperatures were warmer than the present day, to investigate how warm temperatures influenced ecosystem dynamics. The results are expected to contribute to the understanding of ecosystem dynamics and resilience in poorly-studied Afroalpine environments. This project is co-funded by the Geomorphology and Land-use Dynamics Program.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
199,Emergent Opto-Mechanical and Electro-Mechanical Coupled Behavior of Halide Perovskites,"Nontechnical Description<br/>So-called ‘halide perovskites’ are a family of materials at the heart of a new type of solar-cell technology. These new solar cells are showing great promise as they are not only highly efficient in converting sunlight into electricity but also potentially very inexpensive to manufacture. However, the mechanical properties of these new solar cell materials are not known, especially under operating conditions of a solar cell: in sunlight, and also when electric current is passing through them. Thus, it is very important to study and understand these properties because they determine the long-term durability of the new solar cells, which are expected to operate efficiently for twenty years or more in the element. To that end, systematic research is conducted, where the following relevant mechanical properties of the new solar cell materials are studied under light and/or electric current: (1) cracking and healing of the cracks; (2) plastic deformation; and (3) time-dependent deformation. These studies are conducted on materials of well-defined chemical compositions, configurations, and morphologies. The results from these studies are analyzed critically to understand the behavior of the new solar cell materials. This is expected to have a broad impact on the ability to make highly durable, low-cost solar cells of the future, and to help this new solar-cell technology then reach its full potential. As part of this effort, underrepresented minority undergraduate researchers from Tugaloo College are trained. This leverages the fifty-year old partnership between Brown University and Tugaloo College -- an Historically Black College or University. The public outreach effort is aimed at enhancing the public's understanding of concepts in science, engineering, and technology. This entails leveraging the well-established science cartoons (SciToons) program at Brown University for creating two new SciToons on: ‘Emerging Solar Cells Technologies’ and ‘Strength of Materials.’<br/><br/>Technical Description<br/>There are compelling reasons to suggest there are fascinating, rich opto-mechanical and electro-mechanical coupled behavior in halide perovskite materials, yet there is extreme paucity of research in this area. Considering the unprecedented promise of halide perovskites for new types of solar-cell and other devices, it is imperative to have a more in-depth understanding of the mechanical degradation of halide perovskites coupled with optical and/or electrical stimuli that are ubiquitous in devices. To that end, this project comes at a highly opportune time, and it entails four interrelated Tasks, and several Subtasks within. In Task 1, the effect of electric field on the fracture and crack-healing behavior in halide perovskite single-crystals and thin films is studied experimentally and quantified. Task 2 involves the quantitative study of plastic deformation of halide perovskite single-crystals, and the effect of light (photoplasticity). In Task 3, the effect of electric field on the time-dependent creep deformation of halide perovskite bulk polycrystalline pellets is studied. The efficient generation of photocarriers and facile ion migration in soft halide perovskites are expected to mediate crack-healing, plasticity, and creep phenomena, through their interactions with point and line (dislocations) defects in halide perovskites. Finally, in Task 4 the manifestation of photoplasticity effects, as an example, are demonstrated in devices. The considerable research infrastructure needed for the project developed at Brown University is leveraged fully. This research contributes to the scientific foundation for the development of next-generation perovskite solar-cell and other devices that are more efficient, and importantly more durable over the long term. As such, this research is expected to be highly impactful, and useful to researchers and technology developers alike.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
200,Experimental constraints on the rheology of the mantle lithosphere at the base of the seismogenic zone,"The largest and most damaging earthquakes occur along plate boundaries where lithosphere is subducted beneath the continents. Geoscientists have discovered that a wide range of fault slip processes occur in these regions, and significant progress has been made understanding these events by integrating geophysical observations with models and constraints from lab experiments. However, there are still gaps in our understanding of mechanical properties at the relevant conditions. Previous work at these conditions has been hindered by relatively poor resolution of the stresses being imposed on the sample during an experiment. The investigators have made new modifications to their high-pressure equipment that will lead to significant improvement in the ability to measure stress and characterize the fault slip behavior that occurs within the subduction zone environment. The results will provide new constraints necessary to understand how earthquake slip initiates and to explain why there is a limited depth range over which the earthquakes occur. The project will fund two Ph.D. students (one completing a thesis and another starting a thesis during the duration of the project). Outreach will be coordinated with the Department’s DEEPS STEP (STEM in Providence Public Schools) program. Engagement in rock mechanics, with its strong links to engineering, has the potential to bridge a gap to URM STEM students, who remain dramatically underrepresented in Earth Sciences.<br/><br/>This project involves experiments to: (a) quantify frictional behavior at high-temperature under both dry and wet conditions; (b) investigate low temperature plasticity of olivine aggregates at high pressure conditions near the brittle-plastic transition, which is also relevant for constraining the extrapolation of rate-and-state friction laws to mantle conditions; (c) constrain the role of dehydration reactions on the frictional stability of the lithosphere; and (d) determine frictional behavior and flow law parameters for alteration phases at high pressure to constrain the strength of altered lithosphere (and stress state prior to dehydration). The improvements to the investigator's apparatus enhances the ability to: (a) conduct creep tests, which will allow acquisition of better data to constrain flow law parameters; and (b) resolve transient deformation, which significantly improves the ability to quantify rate-and-state friction parameters at the high pressure conditions where seismicity occurs. The results will provide constraints for a wide range of scientists interested in the diverse fields of metamorphism, geodynamics, seismology, the physics of earthquakes, and fluid transport.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
201,"Seismological studies of cratonic lithosphere: investigating lithospheric rheology, heat flow beneath ice sheets, and the origin of mid-lithospheric discontinuities","There are fundamental differences between the oceanic crust that comprises the seafloor and the continental crust on which humans live. Continental crust is thicker and lighter than oceanic crust. It is also, on average, much older: the oldest oceanic crust is 200 million years whereas the oldest continental crust is 4300 million years. All of these differences—thickness, buoyancy, and age—can be attributed to the properties of and the processes occurring within the Earth’s mantle. This study will use seismic waves generated by earthquakes to image the mantle beneath continents, employing methods similar to those used to perform CT scans on the human body. The study will seek to answer questions about how the events that formed and subsequently modified the continents imbued them with their buoyancy and longevity, which are crucial to their habitability. In terms of broader impacts, the project will support one graduate student and several undergraduates, including at least one from an under-represented group in STEM. <br/><br/>This study will advance understanding of the processes that form and modify cratons by developing new models of the seismic attenuation, velocity, and anisotropy structure at several cratons around the globe. To accomplish this, the study will: (1) perform co-located analyses of Rayleigh wave attenuation and anisotropic phase velocity, Ps and Sp receiver functions, and shear-wave splitting; (2) determine depth-dependent models of shear velocity, shear attenuation, and azimuthal anisotropy from the body- and surface-wave data using both forward and inverse approaches; (3) test hypotheses for the origin of midlithospheric discontinuities by interpreting the seismic models together with the elastic properties of peridotite and hydrous phases and with anelasticity experiments; (4) through incorporation of mantle-xenolith and heat-flow data, develop a method for estimating lithospheric thermal and chemical structure that can be applied in ice-covered regions.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
202,CAREER: Understanding Atrial Arrhythmia Mechanisms with Patient-derived Engineered Tissues,"Atrial fibrillation (AFib) is the most common electrical conduction disorder in the heart, yet the underlying cause of AFib is poorly understood, particularly when a single gene is not responsible such as in Wolff-Parkinson-White (WPW) syndrome, a disorder in which an extra electrical pathway between the heart's upper and lower chambers causes a rapid heartbeat. The goal of this CAREER project is to develop patient-specific cellular engineered tissue models and computer models to study the roles of arrhythmic triggers, including biomechanical and emotional stress. The electrical and contractile properties of cardiac tissues engineered using stem cells obtained from WPW patients and healthy family members will be measured as the tissues are stretched and/or exposed to physiological stimulants. The knowledge gained from experiments and computer models will facilitate therapeutic development and improve patient care, thus advancing national health. Through supporting outreach and education, the project advances NSF’s mission to increase diversity and inclusion in STEM by addressing a need for cultural change in the Providence community through school science programs and art designed to engage and empower underrepresented students, parents, teachers, and the public. Activities include launching an “Engineering the Heart” 3rd grade module with teacher training and hands-on curricula and developing a science art exhibit for parents and the public to increase engagement in STEM education and encourage cultural change for equity in STEM.<br/><br/>The investigators’s research focus is on improving human heart health through developing novel technologies and platforms for regenerating muscle, predicting toxicity, and understanding disease. Consistent with this focus, the goal of this CAREER project is to understand how ion currents and tissue geometry initiate and sustain arrhythmias in WPW like fast heart rate and AFib. As the mechanisms underlying atrial arrhythmia are often multi-factorial, driven by structural and electrophysiological remodeling in atrial tissue, there is a significant need for developing experimental platforms that can isolate arrhythmia mechanisms in order to dissect atrial arrhythmias and enable therapeutic development. To address this need, novel human in vitro and computational models will be developed to enable individual perturbations and their combinations to elicit arrhythmic phenotypes in excitation and contraction. Physiological function will be assessed in 3D engineered tissues containing patient-derived human induced pluripotent stem cell (hiPSC)-derived atrial cardiomyocytes to address the hypothesis that mechanical stretch, a correlate of high blood pressure, and emotional stress (activation of β-adrenergic pathways or the “fight-or-flight” response) will increase automaticity, frequency-dependent contractions, and conduction irregularities to reveal reentry pathways. The research objectives are to (1) derive new patient and control hiPSC lines and evaluate differentiated atrial cardiomyocytes for atrial specificity and WPW phenotype, (2) use 3D engineered tissues to evaluate excitation and contraction responses to atrial-specific ion channel modulators and use our computational action potential model to understand hiPSC-atrial cardiomyocyte ion currents in WPW, and (3) use 3D experimental and computational macrotissues to assess how stretch and β-adrenergic stimulation modulate arrhythmic phenotypes of excitation and contraction. This research project will advance the capabilities in research to study and understand diverse arrhythmia mechanisms with tailored engineered tissue to improve the diagnosis, stratification, health, and quality of life for millions of patients with AFib.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
203,CAREER: Finite Temperature Electronic Structure Methods for Predicting Material Phase Diagrams,"Brenda Rubenstein of Brown University is jointly funded by the Chemical Theory, Models and Computational Methods program in the Division of Chemistry, and the Established Program to Stimulate Competitive Research (EPSCoR) to develop new methods for modeling the finite temperature electronic properties of correlated materials. In applications ranging from catalysis to astrophysics to material science, molecules and materials can be subjected to high temperatures. Nevertheless, relatively few theories exist to predict how these materials will behave at such temperatures,thwarting our ability to engineer materials such as high-Tc superconductors and next-generation thermally-responsive technologies. As part of this project, the Rubenstein Group will develop a suite of complementary theories and simulation techniques that will enable the high-accuracy modeling of complex materials at finite temperatures. In addition to this research, the Rubenstein Group will bolster its ongoing efforts to actively mentor historically-underrepresented high school students in Rhode Island through the science fair process via the Rhode Island American Chemical Society Project SEED and Advocate Programs (which Dr. Rubenstein leads) and grant area high school students opportunities to engage in real experiments through the Brown University Chemistry Department’s STEM Day Program. Dr. Rubenstein also is developing a new Accelerating Chemical Discovery course and related textbook with the aim of familiarizing undergraduates in the chemical sciences with how data science can be leveraged to solve everyday problems in chemistry.<br/><br/>The central aim of this proposal is to develop a suite of new finite temperature electronic structure techniques to elucidate the electronic phase diagrams of correlated materials. In plasmonic catalysis, astrophysics, materials science, and many other applications, molecules and materials are subject to high temperatures at which their electrons populate a wide distribution of energy levels. Nevertheless, most electronic structure methods to date have focused on the ground state, and those methods that do account for temperature either do not accurately account for electron correlation or have overwhelmingly been developed to study lattice models that do not capture the unique qualities of real materials. To rise to this challenge, the Rubenstein Group recently developed a new, fully ab initio, fully correlated finite temperature Auxiliary Field Quantum Monte Carlo (FT-AFQMC) method that proved to be able to yield exact results on a wide variety of benchmark molecules and simple solids. In this CAREER proposal, the Rubenstein Group aims to extend this technique to the study of heavier materials, including iron oxide, nickel oxide, vanadium oxide, and chromium triiodide, whose finite temperature electronic phase transitions have yet to be fully understood, while also developing a set of novel supporting mean field, selected CI (configuration interaction), and sampling techniques. These will not only improve FT-AFQMC’s performance, but can also serve as cheaper, stand-alone methods in their own right.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
